Administrative,Administrative_Duration,Informational_Duration,ProductRelated,ProductRelated_Duration,PageValues,Region,VisitorType
2,87,0,20,918.0833333,0,2,Returning_Visitor
6,313,0,49,2382.428571,5.513345912,1,Returning_Visitor
0,0,0,38,1417.666667,0,3,Returning_Visitor
0,0,0,25,588.7190476,0,4,Returning_Visitor
0,0,0,37,356.1666667,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,3,13,0,3,Returning_Visitor
0,0,0,50,1156.384921,0,4,Returning_Visitor
0,0,0,8,429,0,1,Returning_Visitor
0,0,0,51,1424.866667,0,4,Returning_Visitor
0,0,0,27,444.1,0,4,Returning_Visitor
0,0,0,5,22,0,3,Returning_Visitor
0,0,0,7,94.33333333,0,2,Returning_Visitor
0,0,0,3,189,0,3,Returning_Visitor
0,0,0,25,981,15.3956,3,Returning_Visitor
0,0,0,10,123,0,3,Returning_Visitor
4,132.6666667,0,25,773.5595238,5.167133333,2,Returning_Visitor
0,0,0,7,155,0,1,Returning_Visitor
4,250,0,11,418,0,1,New_Visitor
0,0,0,19,485.0833333,0,1,Returning_Visitor
3,78,0,27,672.5833333,8.07853125,4,Returning_Visitor
0,0,0,7,151.5,0,1,Returning_Visitor
1,34,0,11,765.1666667,0,4,Returning_Visitor
2,95,48,9,259.5,0,1,Returning_Visitor
0,0,0,4,48,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
3,295.6666667,0,48,2207.833333,0,3,Returning_Visitor
1,20,0,18,512.8333333,4.308315789,3,Returning_Visitor
0,0,0,19,837.3666667,0,3,Returning_Visitor
0,0,0,8,72,0,1,Returning_Visitor
9,184,61,68,1986.251515,17.19611523,2,Returning_Visitor
0,0,0,72,2347.716667,0,1,Returning_Visitor
0,0,0,4,13,0,1,Returning_Visitor
0,0,0,17,287.5,0,4,Returning_Visitor
0,0,0,4,1245,0,3,Returning_Visitor
0,0,0,3,125,0,1,Returning_Visitor
4,31,46,80,1793.777778,0,3,Returning_Visitor
1,3,0,26,885,17.5455,1,Returning_Visitor
2,40,0,4,55,0,1,Returning_Visitor
0,0,2,25,344.3214286,0,1,Returning_Visitor
5,33.66666667,0,4,21.66666667,0,1,New_Visitor
1,0,0,4,334,0,3,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,28,608.5227273,0,1,Returning_Visitor
0,0,0,4,4,0,4,Returning_Visitor
4,24.16666667,0,56,1977.385088,0,1,Returning_Visitor
4,58,0,31,806.5,9.7455,1,Returning_Visitor
0,0,0,36,631.3068627,0,3,Returning_Visitor
2,11,0,12,347,9.960923077,3,Returning_Visitor
1,149.5,0,32,1562.333333,7.636645161,3,Returning_Visitor
0,0,0,18,103.8333333,0,3,Returning_Visitor
0,0,0,6,747,0,3,Returning_Visitor
4,316.5,0,8,298.6904762,0,2,Returning_Visitor
3,35.5,0,14,241.7692308,0,3,Returning_Visitor
0,0,0,5,95.5,0,1,Returning_Visitor
0,0,0,13,214.25,0,3,Returning_Visitor
0,0,0,1,207.5702479,0,1,Returning_Visitor
3,40.2,0,11,201.1333333,0,2,New_Visitor
7,56.3,0,15,315.4,0,1,New_Visitor
0,0,0,20,419.6,0,3,Returning_Visitor
1,39.2,120.8,7,80.5,0,4,New_Visitor
2,104.3,0,48,2307.661212,4.348145623,4,Returning_Visitor
2,13,0,17,209.7,0,3,Returning_Visitor
0,0,0,5,68.4,0,2,Returning_Visitor
3,41.2,0,7,942.8,0,4,New_Visitor
4,159,0,16,307.6166667,0,3,Returning_Visitor
7,227.9,0,22,701.0166667,0,4,Returning_Visitor
2,47.4,0,14,478.6,0,1,Returning_Visitor
0,0,0,34,1228.5,0,1,Returning_Visitor
3,9.5,0,25,528.9666667,3.296827304,2,Returning_Visitor
0,0,0,1,0,0,2,New_Visitor
0,0,0,42,844.58,0,1,Returning_Visitor
3,13.73333333,2,27,407.6833333,0,1,Returning_Visitor
5,150.7,0,12,201.6,0,4,New_Visitor
1,48.4,0,22,2707.386667,0,1,Returning_Visitor
1,57.4,0,6,303.1,0,3,Returning_Visitor
0,0,0,2,12,0,1,Returning_Visitor
0,0,0,16,519.8666667,0,1,Returning_Visitor
2,56.73333333,0,33,1091.394074,0,3,New_Visitor
7,38.6,0,70,1087.7,0,4,Returning_Visitor
6,53,0,40,778.8333333,8.480846261,1,New_Visitor
1,41.4,0,30,558.6111111,0,2,Returning_Visitor
0,0,0,11,267.5666667,7.68745056,1,New_Visitor
0,0,0,16,645.2,0,3,Returning_Visitor
0,0,0,3,74.6,0,3,Returning_Visitor
10,89.98,0,96,1304.973333,6.175932014,1,Returning_Visitor
1,67.5,0,28,873.64,0,1,Returning_Visitor
13,234.5666667,0,80,1807.227778,4.192980384,3,Returning_Visitor
2,63.5,0,104,1667.158421,0,2,Returning_Visitor
1,4,0,8,227.1,0,3,Returning_Visitor
0,0,0,14,331.3,0,1,Returning_Visitor
5,60.2,0,12,165.4,0,3,Returning_Visitor
1,62.46666667,0,5,165.1,0,3,New_Visitor
10,164.0666667,0,37,1553.52381,0,1,Returning_Visitor
2,94.7,0,23,897.19,0,3,New_Visitor
1,45.4,0,7,352.7,0,3,Returning_Visitor
1,38.8,0,11,214.0533333,0,1,Returning_Visitor
5,82.6,14.2,8,66.53333333,0,3,New_Visitor
0,0,0,22,1321.7,0,2,Returning_Visitor
4,585.8,0,29,1582.533333,0,4,Returning_Visitor
0,0,0,3,33.2,0,3,Returning_Visitor
0,0,88.6,35,682.1833333,0,3,Returning_Visitor
0,0,0,11,287.5,0,2,Returning_Visitor
0,0,0,8,413,0,4,New_Visitor
0,0,0,3,62.4,0,3,Returning_Visitor
0,0,0,33,889.3666667,8.424787355,3,Returning_Visitor
3,32.2,0,81,1199.616667,0,2,Returning_Visitor
4,54.2,33.2,64,1324.68,0,1,New_Visitor
0,0,0,16,230.5666667,0,3,Returning_Visitor
1,11,0,8,98.56666667,0,3,Returning_Visitor
0,0,0,3,33.2,0,1,Returning_Visitor
2,32.2,0,20,342.6866667,0,1,New_Visitor
4,601.9,0,41,2517.583333,20.55494533,1,Returning_Visitor
0,0,0,24,348.0333333,0,1,Returning_Visitor
4,49.3,0,9,283.7,0,3,Returning_Visitor
10,278.6666667,0,50,907.2363636,1.981038388,3,Returning_Visitor
0,0,0,10,122.1666667,0,1,New_Visitor
1,118.8,0,8,259.2,0,4,New_Visitor
0,0,0,3,58.2,0,1,Returning_Visitor
2,13,0,6,47.13333333,20.94544525,2,Returning_Visitor
1,44,0,1,0,0,1,New_Visitor
0,0,0,4,140,0,1,Returning_Visitor
1,17.1,31.2,45,812.2873894,4.395471544,3,Returning_Visitor
1,5,0,41,764.1333333,0,1,Returning_Visitor
0,0,0,8,458.5,0,1,Returning_Visitor
0,0,0,4,86.36,0,4,Returning_Visitor
0,0,0,9,152.6,0,1,Returning_Visitor
2,268.08,0,13,420.2466667,0,1,Returning_Visitor
1,22.2,0,5,136.1,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,63,1779.163333,0,1,Returning_Visitor
2,132,28.2,35,1356.866667,0,4,Returning_Visitor
1,80.6,0,21,479.5857143,10.89761784,3,Returning_Visitor
4,26.2,0,13,131.2,0,1,Returning_Visitor
12,137.9,0,13,161.8666667,0,3,New_Visitor
0,0,0,8,261.8,10.99901844,4,Returning_Visitor
2,161.2,0,7,555.4,21.09392209,2,Returning_Visitor
9,301,0,38,2621.621429,10.72117234,1,Returning_Visitor
2,45.2,0,19,230.2,0,2,New_Visitor
0,0,0,2,4,0,1,Returning_Visitor
0,0,0,10,45.2,0,1,Returning_Visitor
2,19.4,45.26666667,10,136.0666667,0,1,Returning_Visitor
3,157.4,0,9,128.5,0,1,Returning_Visitor
0,0,0,3,58.4,0,1,Returning_Visitor
2,42.2,0,17,440.2261905,0,3,Returning_Visitor
0,0,0,37,1489.590909,0,2,Returning_Visitor
0,0,0,13,517.4,4.856377111,1,Returning_Visitor
3,69.6,0,9,199.1333333,0,1,New_Visitor
0,0,0,24,583,0,1,Returning_Visitor
6,66.55,0,41,1556.523333,0,1,Returning_Visitor
2,423.6,0,46,2031.506667,0,4,Returning_Visitor
6,63.68333333,0,8,129.7611111,0,3,Returning_Visitor
0,0,0,13,187,0,4,Returning_Visitor
3,58.4,0,11,267.3,0,4,New_Visitor
0,0,0,57,820.3636364,0,3,Returning_Visitor
3,118,0,32,791.8,1.297677921,1,Returning_Visitor
8,77.5,0,35,2518.266667,0,2,New_Visitor
3,11.6,0,25,510.38,0,2,Returning_Visitor
0,0,0,5,87.6,0,1,Returning_Visitor
2,34.18095238,0,70,2012.660952,0,3,New_Visitor
3,36.3,0,13,309.55,0,3,Returning_Visitor
0,0,0,9,125.2666667,0,3,Returning_Visitor
3,28.65,0,9,75.05,0,4,Returning_Visitor
2,194.9,0,14,227.3333333,0,4,Returning_Visitor
0,0,0,5,0,0,2,Returning_Visitor
2,83.6,0,18,1219.7,16.36245374,1,New_Visitor
0,0,0,32,893.45,0,1,Returning_Visitor
1,11,0,1,0,0,1,Returning_Visitor
0,0,0,45,2347.333333,0,1,Returning_Visitor
0,0,0,41,817.7958109,0,1,Returning_Visitor
7,79.2,0,30,1011.916667,12.9058765,4,Returning_Visitor
0,0,0,7,1646.2,0,1,Returning_Visitor
5,35.7,95.65,95,2383.139223,0,1,Returning_Visitor
3,59.79,0,39,752.56,0,1,New_Visitor
0,0,0,1,0,0,1,Returning_Visitor
1,15.2,0,6,199.6,0,2,New_Visitor
0,0,0,23,386.18,0,1,Returning_Visitor
0,0,0,31,464.9333333,0,3,Returning_Visitor
4,96.4,0,10,217.6,0,2,New_Visitor
0,0,38.2,39,873,0,1,Returning_Visitor
1,0,0,12,277.45,0,3,Returning_Visitor
2,8,90.2,13,1286.050476,0,3,Returning_Visitor
1,11,0,6,43.7,0,1,Returning_Visitor
1,66.4,0,39,606.3666667,0,1,Returning_Visitor
4,28.73333333,0,12,243.75,8.150811238,4,Returning_Visitor
1,53.4,0,18,539.5,0,3,Returning_Visitor
2,23.8,0,6,135.2,0,3,New_Visitor
2,13,0,16,346.3866667,0,3,Returning_Visitor
1,23.96,0,94,2103.938772,1.47623044,1,Returning_Visitor
0,0,0,8,64.6,0,2,Returning_Visitor
0,0,0,26,559.56,0,4,Returning_Visitor
0,0,0,5,53.4,0,3,Returning_Visitor
2,31.2,0,3,55.4,0,1,New_Visitor
0,0,0,9,206.6,0,3,New_Visitor
7,199.85,0,39,1267.453333,17.92758699,1,Returning_Visitor
0,0,0,15,148.9333333,0,1,Returning_Visitor
4,64.6,28.7,16,597.6,0,1,Returning_Visitor
5,59.9,8,84,2359.522438,3.478135617,4,Returning_Visitor
1,0,0,23,579.3,0,2,New_Visitor
1,46.4,0,13,118.2666667,0,1,Returning_Visitor
9,68.4,6,30,728.8666667,0,3,Returning_Visitor
4,68.73333333,0,44,2498.866667,11.33062869,4,Returning_Visitor
9,219.9333333,0,56,1371.415714,0,1,Returning_Visitor
2,70.6,0,30,515.2333333,0,3,Returning_Visitor
0,0,0,62,2636.513492,0,3,Returning_Visitor
1,70,0,12,1644.233333,0,4,New_Visitor
8,166.7,0,9,171.7,0,1,Returning_Visitor
0,0,0,3,255,0,3,Returning_Visitor
0,0,0,25,1131.8,0,4,Returning_Visitor
2,58.4,0,5,303.1,0,3,Returning_Visitor
1,106.8,0,17,327.5380952,0,3,New_Visitor
0,0,0,39,1867.033333,0,4,Returning_Visitor
0,0,0,1,0,0,3,New_Visitor
0,0,0,3,50.2,0,1,Returning_Visitor
7,275.0844444,0,70,806.0266667,0,1,New_Visitor
0,0,0,13,374.9,16.72561819,1,Returning_Visitor
3,33.6,0,4,109.5,0,1,New_Visitor
0,0,0,19,623.2,0,4,Returning_Visitor
4,304.6,0,7,137.6,0,1,New_Visitor
0,0,0,36,1083.75163,0,3,Returning_Visitor
0,0,0,62,1200.354444,0,4,Returning_Visitor
0,0,0,74,1268.266667,0,2,Returning_Visitor
2,22.2,0,18,470.8966667,0,2,New_Visitor
0,0,0,50,1085.891081,0,1,Returning_Visitor
4,353.4,0,11,587.2,0,2,Returning_Visitor
2,36.2,52,4,48,0,1,Returning_Visitor
10,208.5133333,0,17,369.1,0,1,New_Visitor
0,0,0,26,436.8,0,1,Returning_Visitor
4,175.8666667,0,2,5,0,3,New_Visitor
1,26.2,0,32,1427.676667,19.9656361,3,Returning_Visitor
0,0,0,16,511.2,0,3,Returning_Visitor
6,1672.033333,0,28,518.3966667,0,3,Returning_Visitor
9,570.2666667,0,11,259.5533333,6.80128988,3,Returning_Visitor
15,238.6838095,0,33,799.1049417,19.03293603,3,Returning_Visitor
6,144.8333333,0,23,1007.233333,19.57059225,1,Returning_Visitor
9,122.2,0,51,2303.96,0,4,Returning_Visitor
0,0,0,8,158.42,0,1,Returning_Visitor
0,0,0,2,11,0,1,Returning_Visitor
2,73.75,0,20,546.669697,0,1,Returning_Visitor
10,242.6333333,23,47,1534.815256,5.194081873,1,Returning_Visitor
3,17.94545455,6,18,268.4525974,0,1,Returning_Visitor
3,180.8,0,10,408.4666667,0,3,Returning_Visitor
2,154.6,69.6,20,479.1,0,2,New_Visitor
2,75.6,11,28,2074.929524,0,3,Returning_Visitor
4,124.6,0,4,71,0,4,New_Visitor
1,12.06666667,0,45,591.2640602,0,1,Returning_Visitor
0,0,0,10,274.3,0,4,Returning_Visitor
0,0,0,21,1280.02,7.232201859,1,Returning_Visitor
3,45.8,0,63,2435.697531,0,4,Returning_Visitor
0,0,0,15,203.35,0,3,Returning_Visitor
4,133.8,54.4,13,421.7857143,0,3,New_Visitor
0,0,0,31,485.6333333,0,1,Returning_Visitor
0,0,0,30,1500.213333,0,1,Returning_Visitor
0,0,0,3,845.3,0,1,New_Visitor
0,0,0,2,58.6,0,2,Returning_Visitor
0,0,0,14,253.1,0,2,Returning_Visitor
2,23,80.6,53,1693.73,0,1,Returning_Visitor
0,0,0,31,804.0430818,0,1,Returning_Visitor
9,211,52.4,22,501.0714286,0,1,Returning_Visitor
2,40.9,0,9,437.4,0,1,Returning_Visitor
0,0,0,8,55.3,0,3,Returning_Visitor
8,246.5333333,0,79,2150.433333,17.35448787,1,Returning_Visitor
4,245.8,0,28,707.9116667,0,3,Returning_Visitor
0,0,0,3,96.7,0,1,Returning_Visitor
4,43.46666667,0,4,27.26666667,0,1,New_Visitor
7,123.2,0,16,283.7214286,0,3,Returning_Visitor
0,0,0,25,883.9761905,0,3,Returning_Visitor
2,35.3,0,3,18.1,0,3,Returning_Visitor
7,94.84,0,43,1487.229317,0,1,Returning_Visitor
0,0,0,32,875.9333333,0,3,Returning_Visitor
6,88.28,0,17,310.9714286,0,1,Returning_Visitor
5,271.75,0,40,675.2020988,0,3,Returning_Visitor
0,0,32.2,41,1321.322222,3.979543638,1,Returning_Visitor
1,8.1,0,16,2227.8,0,1,New_Visitor
4,71.33333333,0,21,295.3333333,0,3,Returning_Visitor
0,0,44,52,1216.364286,0,1,Returning_Visitor
0,0,0,35,1608.7,0,3,New_Visitor
0,0,0,6,1156.5,0,1,Returning_Visitor
3,25.6,0,10,327.7733333,11.78466261,1,Returning_Visitor
0,0,0,3,11,0,1,Returning_Visitor
1,17.2,0,4,192.4,0,2,New_Visitor
3,61.4,0,19,381.6,8.330574815,4,Returning_Visitor
0,0,0,12,213.2833333,0,3,Returning_Visitor
2,61.5,0,15,1950.386667,0,2,Returning_Visitor
4,134.1,0,7,110.3,0,1,New_Visitor
0,0,0,60,1288.563333,0,3,Returning_Visitor
2,55.4,0,20,654.2,0,1,New_Visitor
0,0,0,2,28.2,0,1,Returning_Visitor
0,0,0,1,0,0,3,Returning_Visitor
0,0,0,45,507.1111111,0,3,Returning_Visitor
11,456.2333333,13,89,1904.653507,0,4,Returning_Visitor
2,95.3,0,14,262.587619,0,4,New_Visitor
0,0,37.2,28,761.5,0,1,Returning_Visitor
7,70.5,0,24,463.6940476,0,1,Returning_Visitor
0,0,0,16,196.3333333,0,3,Returning_Visitor
0,0,0,17,472.9,0,3,Returning_Visitor
1,10,36.6,78,1983.225629,15.50362136,1,Returning_Visitor
0,0,0,9,311.7,0,4,Returning_Visitor
2,11,0,59,779.2628571,0,1,Returning_Visitor
0,0,0,25,334.3833333,0,3,Returning_Visitor
1,15.8,97.8,32,1213.65,1.273317415,3,Returning_Visitor
1,30.86666667,7,15,398.2566667,0,3,Returning_Visitor
0,0,0,4,271.4666667,0,1,Returning_Visitor
0,0,0,4,35.33333333,0,1,Returning_Visitor
1,32.7,0,27,687.1966667,0,1,Returning_Visitor
4,438.8,0,4,599,0,3,New_Visitor
0,0,0,3,0,0,3,Returning_Visitor
0,0,0,7,70.4,0,4,Returning_Visitor
0,0,0,5,27.2,0,1,Returning_Visitor
1,49.4,0,18,213.1714286,0,1,New_Visitor
0,0,0,22,681.58,14.63523974,1,Returning_Visitor
0,0,10,18,222.3,0,4,Returning_Visitor
0,0,0,5,186.0666667,0,1,Returning_Visitor
2,37.2,0,22,295.0333333,0,3,New_Visitor
2,267.8,0,6,616.5,0,3,Returning_Visitor
3,107.8,0,11,362.6,0,2,Returning_Visitor
12,232.3404762,19.2,22,504.0285714,0,1,New_Visitor
1,18.2,0,6,32.2,0,1,Returning_Visitor
0,0,0,4,157.2,0,3,Returning_Visitor
0,0,0,4,1623.666667,0,1,Returning_Visitor
4,239.6,70.5,50,981.5083333,0,2,New_Visitor
10,172.3277778,0,20,902.9738095,0,4,Returning_Visitor
3,39.3,0,29,316.2,0,3,Returning_Visitor
1,28.2,0,17,608.2166667,0,2,Returning_Visitor
5,154.2,0,12,269.5357143,0,1,Returning_Visitor
1,22.2,0,43,1257.9,0,1,Returning_Visitor
2,18,6,10,363.6,0,1,New_Visitor
0,0,0,19,281.4333333,0,3,Returning_Visitor
3,81.6,0,9,1346.2,0,2,New_Visitor
0,0,0,3,57.4,0,1,Returning_Visitor
0,0,0,2,78.1,0,3,Returning_Visitor
9,252.667619,0,67,1060.693791,0.131837013,1,Returning_Visitor
0,0,0,24,431.2,0,2,Returning_Visitor
0,0,0,81,2092.67381,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
5,68.01428571,21.2,63,1033.206667,0,2,Returning_Visitor
3,90.7,65.4,13,1036.53178,19.74930078,1,Returning_Visitor
1,17.2,0,11,394.8,0,4,Returning_Visitor
1,1566.6,0,34,2256.74954,0,3,Returning_Visitor
0,0,0,4,141,0,3,New_Visitor
3,59.2,0,9,1261.7,0,1,Returning_Visitor
3,50.15,0,26,1107.116667,0,1,Returning_Visitor
8,166.46,25.2,47,981.6014286,0,1,Returning_Visitor
0,0,0,19,187.2,0,3,Returning_Visitor
1,6,0,21,332.8,0,4,Returning_Visitor
5,241.35,0,5,244.7,0,4,Returning_Visitor
3,60.16666667,0,14,2322.866667,0,2,Returning_Visitor
4,131.4,0,4,199.4,0,3,New_Visitor
0,0,0,5,20.2,0,4,Returning_Visitor
3,62.9,0,30,647.518523,13.73292849,3,Returning_Visitor
0,0,0,4,288.4333333,0,4,Returning_Visitor
0,0,0,16,394.5580952,0,1,New_Visitor
0,0,0,9,532,0,3,Returning_Visitor
3,80.6,16.2,33,770.1071795,0,1,Returning_Visitor
3,89.8,0,12,355.85,0,1,New_Visitor
0,0,0,18,432.7666667,0,1,Returning_Visitor
0,0,0,13,328.9,0,3,Returning_Visitor
0,0,0,2,179.8,0,1,New_Visitor
6,188.5,0,25,590.6,0,1,New_Visitor
1,37.2,0,14,387.7666667,0,3,Returning_Visitor
1,5,0,40,2731.5,0,2,Returning_Visitor
2,34.2,0,18,1567.846667,0,1,Returning_Visitor
0,0,0,3,145,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
2,41.2,0,36,595.8,0,2,Returning_Visitor
2,9,0,38,1147.696667,3.673829068,4,Returning_Visitor
3,214.6,0,59,1992.733333,13.18078221,1,Returning_Visitor
0,0,0,21,1294.566667,0,1,Returning_Visitor
0,0,0,77,1750.371795,0,1,Returning_Visitor
4,26,0,12,704.95,0,3,Returning_Visitor
0,0,0,21,192.9,0,1,Returning_Visitor
0,0,0,9,257.9,0,1,Returning_Visitor
0,0,0,8,20.2,0,1,Returning_Visitor
0,0,0,56,1510.006667,0,1,Returning_Visitor
1,77.1,0,35,365.5833333,0,1,Returning_Visitor
3,67.4,16.2,8,281.1,15.82044157,1,Returning_Visitor
0,0,0,40,1178.496667,0,4,Returning_Visitor
4,206.25,0,16,572.65,10.17711218,1,Returning_Visitor
3,552.2,0,40,829.8,0,1,Returning_Visitor
4,65.6,0,25,575.8166667,0,2,Returning_Visitor
0,0,0,48,1062.812542,0,4,Returning_Visitor
6,47.3,0,14,858.2,0,3,New_Visitor
0,0,0,11,192.7333333,0,2,New_Visitor
1,55.4,0,29,451.7,0,3,Returning_Visitor
0,0,0,39,1294.599603,0,1,Returning_Visitor
0,0,0,5,75.6,0,3,Returning_Visitor
0,0,0,6,75.2,0,2,Returning_Visitor
6,69.4,25.2,18,1009.55,0,2,New_Visitor
6,288,0,16,475.3,0,2,Returning_Visitor
12,187.775,0,98,2138.481263,0.129676893,3,Returning_Visitor
0,0,0,44,1341.716667,0,2,Returning_Visitor
2,21,0,9,84.1,0,3,New_Visitor
4,57.3,0,25,488.7166667,0,1,Returning_Visitor
3,40.6,0,18,340.9166667,0,3,Returning_Visitor
0,0,0,9,250.2,0,4,Returning_Visitor
6,91.2,69.6,29,1618.233333,9.231934863,1,Returning_Visitor
2,17.2,0,18,168.5285714,0,3,Returning_Visitor
3,26,0,20,384.8,0,1,Returning_Visitor
0,0,0,43,1606.45,18.51505467,1,New_Visitor
0,0,0,30,599.9190476,0,1,Returning_Visitor
0,0,0,19,1138.793636,0,3,Returning_Visitor
0,0,0,5,43.2,0,3,Returning_Visitor
5,106.8,0,84,1242.776046,4.17431402,2,Returning_Visitor
2,12.6,0,7,62.8,0,4,Returning_Visitor
0,0,0,27,263.2666667,0,1,Returning_Visitor
0,0,0,27,1871.9,0,1,Returning_Visitor
3,102.6,0,35,871.8333333,0,1,New_Visitor
1,72.6,0,44,1256.825,0,4,New_Visitor
6,754.5333333,0,8,749.2333333,0,3,Returning_Visitor
0,0,0,2,93.6,0,1,Returning_Visitor
1,28.2,0,2,0,0,2,New_Visitor
6,113,0,18,359.4,0,3,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
4,99.33333333,103.8,40,2011.966667,9.869649371,1,Returning_Visitor
2,17.2,0,0,0,0,2,New_Visitor
1,51.4,0,25,1417.022222,0,1,Returning_Visitor
0,0,0,4,43.2,0,4,Returning_Visitor
0,0,0,3,103.6,0,1,Returning_Visitor
0,0,0,4,14.2,0,1,Returning_Visitor
4,69.96666667,0,28,2728.755,0,1,Returning_Visitor
5,78.63333333,0,7,176.8333333,0,1,New_Visitor
6,186.6666667,100.8,11,347.4,0,4,Returning_Visitor
0,0,0,8,286.7,0,1,Returning_Visitor
2,145.2,0,14,266.66,0,3,Returning_Visitor
0,0,0,10,490.5666667,0,2,Returning_Visitor
5,140.6,0,16,423.5,0,1,Returning_Visitor
2,38.04,0,8,886.57,0,1,Returning_Visitor
2,9,0,18,558.1933333,0,3,Returning_Visitor
7,154.4,0,33,1267.06,0,1,Returning_Visitor
0,0,0,12,139.8,0,1,Returning_Visitor
1,39.2,0,23,526,0,3,Returning_Visitor
3,37.6,0,12,299.2666667,0,1,Returning_Visitor
1,45.4,0,60,2580.634935,0,1,Returning_Visitor
3,82.53333333,0,19,668.7,11.5952257,3,Returning_Visitor
1,227.6,0,27,1301.3,5.904407563,1,Returning_Visitor
0,0,0,3,36.4,0,1,Returning_Visitor
3,273.66,0,24,751.6266667,14.85337253,2,Returning_Visitor
5,32.6,0,70,939.7833333,0,1,New_Visitor
2,22.2,0,18,584.74,0,3,Returning_Visitor
4,381.8,0,1,31.2,0,4,Returning_Visitor
0,0,0,42,570.1832287,0,1,Returning_Visitor
0,0,0,14,331.55,0,1,Returning_Visitor
0,0,0,31,881.4416667,0,2,Returning_Visitor
4,423.1,0,16,982.6,0,2,Returning_Visitor
0,0,0,12,797.84,0,3,Returning_Visitor
4,211.8,0,15,512.9,0,3,New_Visitor
0,0,0,1,0,0,1,Returning_Visitor
0,0,0,49,1023.96,0,3,Returning_Visitor
0,0,0,12,146.1333333,0,1,Returning_Visitor
0,0,0,16,129.5833333,0,1,Returning_Visitor
1,7.1,0,16,222.2333333,0,3,Returning_Visitor
1,38.2,0,24,1282.953333,0,4,Returning_Visitor
0,0,11,54,1299.196667,0,3,Returning_Visitor
1,197.4,0,83,1631.4,0,3,Returning_Visitor
0,0,0,16,340.65,0,2,Returning_Visitor
0,0,0,4,39.95,0,1,Returning_Visitor
1,58.4,0,18,1045.3,0,2,Returning_Visitor
4,209.5,0,23,1780.7,0,3,New_Visitor
0,0,0,1,0,0,1,Returning_Visitor
4,115.7,0,16,655.3833333,0,2,Returning_Visitor
3,41.2,99.8,2,10,0,4,Returning_Visitor
0,0,0,37,456.15,0,1,Returning_Visitor
4,20,0,34,461.2333333,0,1,Returning_Visitor
9,501.4833333,0,97,2293.490129,2.209972688,3,Returning_Visitor
0,0,0,27,1838.15,0,2,Returning_Visitor
1,6,0,25,1177.506667,0,3,Returning_Visitor
0,0,0,1,0,0,2,Returning_Visitor
2,67.6,0,8,183.8,0,1,New_Visitor
0,0,0,19,753.3,0,1,Returning_Visitor
1,137.5,59.4,53,1844.65,0,1,Returning_Visitor
9,1104.2,0,36,1826.441667,0,3,Returning_Visitor
3,73.6,0,10,104.95,0,3,Returning_Visitor
3,152,64.4,9,358.4,0,1,New_Visitor
0,0,0,3,50.4,0,3,Returning_Visitor
1,65.4,0,55,1033.65,0,1,Returning_Visitor
4,30.3,0,7,493.4,0,1,New_Visitor
0,0,0,4,34.2,0,1,Returning_Visitor
0,0,0,36,788.5,0,3,Returning_Visitor
0,0,0,12,223.8,0,2,Returning_Visitor
4,50.93333333,0,67,860.021746,0,1,New_Visitor
0,0,0,5,150.8,0,1,Returning_Visitor
9,306.46,0,40,550.7095238,0,1,Returning_Visitor
3,67.86666667,12,16,393,0,1,New_Visitor
0,0,0,101,2611.747653,0,1,Returning_Visitor
3,96.8,0,29,2041.626667,0,3,Returning_Visitor
9,779,0,15,1386.35,6.344631767,1,Returning_Visitor
2,76.6,0,33,1932.716667,0,4,Returning_Visitor
5,368.4,0,14,481.9666667,0,1,Returning_Visitor
7,54.33333333,0,9,619.5333333,0,3,Returning_Visitor
7,58.6,0,20,585.8833333,0,1,Returning_Visitor
0,0,0,12,599.6133333,0,4,Returning_Visitor
0,0,0,5,60.9,0,1,Returning_Visitor
0,0,0,8,321.2333333,0,1,Returning_Visitor
2,213.6,108,19,989.3333333,0,1,Returning_Visitor
2,7,0,15,533.11,4.307627247,1,Returning_Visitor
0,0,0,4,6,0,2,Returning_Visitor
8,126,13.4,13,217.7166667,0,1,Returning_Visitor
1,27.2,0,21,1003.658333,0,4,Returning_Visitor
5,49.8,0,32,955.3333333,0,1,Returning_Visitor
2,15,0,11,223.4666667,0,3,New_Visitor
0,0,0,17,982.757619,0,2,Returning_Visitor
2,298.2,0,48,1850.116667,7.56292207,2,Returning_Visitor
2,53.4,0,3,66.4,0,4,Returning_Visitor
1,0,0,10,645.2,0,4,Returning_Visitor
1,21.2,0,0,0,0,1,Returning_Visitor
4,206.0666667,0,9,113.4333333,0,1,Returning_Visitor
1,3,0,24,342,0,1,Returning_Visitor
0,0,0,1,0,0,1,Returning_Visitor
10,264.9,14.8,24,718.9566667,0,1,Returning_Visitor
1,29.2,0,13,199.2844444,0,1,Returning_Visitor
0,0,0,4,166.9,0,4,New_Visitor
0,0,0,1,0,0,2,New_Visitor
1,39.2,0,26,1210.917778,2.480024644,1,Returning_Visitor
